CEP,CIDADE,BAIRRO,ENDEREÇO,COMPLEMENTO
62250000,Ipu/CE,,,
62250970,Ipu/CE,Centro,Rua Coronel Liberalino 1332 , AC Ipu
62251500,Ingazeiras (Ipu)/CE  - Distrito,,,
62251974,Ingazeiras (Ipu)/CE  - Distrito,Centro,Rua Principal s/n , AGC Ingazeiras
62252000,Abílio Martins (Ipu)/CE  - Povoado,,,
62252974,Abílio Martins (Ipu)/CE  - Povoado,Centro,Rua Manoel Benvindo de Menezes s/n , AGC Abílio Martins
62253000,Flores (Ipu)/CE  - Distrito,,,
62253975,Flores (Ipu)/CE  - Distrito,Centro,Rua João Ximenes Feitosa s/n , AGC Flores
62254000,Várzea do Gilo (Ipu)/CE  - Distrito,,,
62254976,Várzea do Gilo (Ipu)/CE  - Distrito,Centro,Rua Coronel Giló 424 , AGC Várzea do Giló
62254990,Ipu/CE,,Rua Central s/n , CPC Várzea do Giló
62255000,Pires Ferreira/CE,,,
62255970,Pires Ferreira/CE,Centro,Rua Frei Julian s/n , AC Pires Ferreira
62258000,Delmiro Gouveia (Pires Ferreira)/CE  - Distrito,,,
62259000,Donato (Pires Ferreira)/CE  - Distrito,,,
62260000,Reriutaba/CE,,,
62260970,Reriutaba/CE,Centro,Rua Monsenhor José Ataíde de Vasconcelos s/n , AC Reriutaba
62263000,Amanaiara (Reriutaba)/CE  - Distrito,,,
62263974,Amanaiara (Reriutaba)/CE  - Distrito,Centro,Rua Raimundo Chaves s/n , AGC Amanaiara
62265000,Varjota/CE,,,
62265970,Varjota/CE,Centro,Rua Modesto de Mendonça 555 , AC Varjota
62269000,Croatá (Varjota)/CE  - Distrito,,,
62269973,Croatá (Varjota)/CE  - Distrito,Centro,Avenida Gonçalo Evaristo 515 , AGC Croatá
62270000,Hidrolândia/CE,,,
62270970,Hidrolândia/CE,Centro,Avenida Cláudio Camelo Timbó 1130 , AC Hidrolândia
62273000,Betânia (Hidrolândia)/CE  - Distrito,,,
62273975,Betânia (Hidrolândia)/CE  - Distrito,Centro,Rua São José s/n , AGC Betânia
62275000,Conceição (Hidrolândia)/CE  - Distrito,,,
62275973,Conceição (Hidrolândia)/CE  - Distrito,Centro,Rua Central s/n , AGC Conceição
62278000,Irajá (Hidrolândia)/CE  - Distrito,,,
62278976,Irajá (Hidrolândia)/CE  - Distrito,Centro,Rua Maria Leni Martins 236 , AGC Irajá
62280000,Santa Quitéria/CE,,,
62280970,Santa Quitéria/CE,Centro,Rua Antônio Sabóia 72 , AC Santa Quitéria
62283000,Trapiá (Santa Quitéria)/CE  - Distrito,,,
62283975,Trapiá (Santa Quitéria)/CE  - Distrito,Centro,Rua Delfino Pinto s/n , AGC Trapiá
62285000,Macaraú (Santa Quitéria)/CE  - Distrito,,,
62285973,Macaraú (Santa Quitéria)/CE  - Distrito,Centro,Rua Messias Ramos 205 , AGC Macaraú
62285990,Santa Quitéria/CE,,Rua Messias Ramos s/n , CPC Macarau
62290000,Areial (Santa Quitéria)/CE  - Distrito,,,
62292000,Logradouro (Santa Quitéria)/CE  - Distrito,,,
62292974,Logradouro (Santa Quitéria)/CE  - Distrito,Central,Rua Principal s/n , AGC Logradouro
62293000,Lisieux (Santa Quitéria)/CE  - Distrito,,,
62293975,Lisieux (Santa Quitéria)/CE  - Distrito,Centro,Rua Padre Odilon Pinto 379 , AGC Lisieux
62293990,Santa Quitéria/CE,,Avenida Pedro Odilon s/n , CPC Liseux
62294000,Malhada Grande (Santa Quitéria)/CE  - Distrito,,,
62294976,Malhada Grande (Santa Quitéria)/CE  - Distrito,Centro,Praça Francisco Figueiredo s/n , AGC Malhada Grande
62295000,Raimundo Martins (Santa Quitéria)/CE  - Distrito,,,
62295974,Raimundo Martins (Santa Quitéria)/CE  - Distrito,Central,Vila Riacho das Pedras s/n , AGC Raimundo Martins
62296000,Muribeca (Santa Quitéria)/CE  - Distrito,,,
62296974,Muribeca (Santa Quitéria)/CE  - Distrito,Central,Vila São Bento s/n , AGC Muribeca
62297000,Catunda/CE,,,
62297970,Catunda/CE,Centro,Avenida 7 de Setembro 781 , AC Catunda
62298000,Video (Catunda)/CE  - Distrito,,,
62298974,Video (Catunda)/CE  - Distrito,Centro,Rua São Francisco s/n , AGC Video
62299000,Paraiso (Catunda)/CE  - Distrito,,,
62299973,Paraiso (Catunda)/CE  - Distrito,Centro,Rua da Pista s/n , AGC Paraiso
62300000,Viçosa do Ceará/CE,,,
62300970,Viçosa do Ceará/CE,Centro,Rua Padre José Beviláqua 622 , AC Viçosa do Ceará
62300976,Viçosa do Ceará/CE,Centro,Vila Oiticica s/n , AGC Oiticica
62300990,Viçosa do Ceará/CE,,Rua Principal s/n , CPC Manhoso
62300991,Viçosa do Ceará/CE,,Rua Principal s/n , CPC Juá dos Vieiras
62300992,Viçosa do Ceará/CE,,Rua Principal s/n , CPC Oiticica
62305000,General Tibúrcio (Viçosa do Ceará)/CE  - Distrito,,,
62308000,Lambedouro (Viçosa do Ceará)/CE  - Distrito,,,
62310000,Quatiguaba (Viçosa do Ceará)/CE  - Distrito,,,
62310972,Quatiguaba (Viçosa do Ceará)/CE  - Distrito,Centro,Vila Quatiguaba s/n , AGC Quatiguaba
62310990,Viçosa do Ceará/CE,,Rua Principal s/n , CPC Quatiguaba
62315000,Padre Vieira (Viçosa do Ceará)/CE  - Distrito,,,
62315973,Padre Vieira (Viçosa do Ceará)/CE  - Distrito,Centro,Vila Padre Vieira s/n , AGC Padre Vieira
62315990,Viçosa do Ceará/CE,,Rua Principal s/n , CPC Padre Vieira
62320000,Tianguá/CE,,,
62320970,Tianguá/CE,Centro,Rua Capitão Joaquim Lourenço 650 , AC Tianguá
62320990,Tianguá/CE,,Rua Principal s/n , CPC Acarape
62320991,Tianguá/CE,,Rua Dom Timoteo s/n , CPC Bairro Dom Timoteo
62320992,Tianguá/CE,,Rua Santo Antônio s/n , CPC Bairro Santo Antonio
62325000,Caruataí (Tianguá)/CE  - Distrito,,,
62325974,Caruataí (Tianguá)/CE  - Distrito,Centro,Rua Principal s/n , AGC Caruataí
62325990,Tianguá/CE,,Rua Principal s/n , CPC Caruatai
62328000,Arapá (Tianguá)/CE  - Distrito,,,
62328974,Arapá (Tianguá)/CE  - Distrito,Centro,Rua Poeta Américo Cândido s/n , AGC Arapá
62328990,Tianguá/CE,,Rua Santa Lúzia  s/n , CPC Arapá
62330000,Pindoguaba (Tianguá)/CE  - Distrito,,,
62330974,Pindoguaba (Tianguá)/CE  - Distrito,Centro,Rua Principal s/n , AGC Pindoguaba
62335000,Tabainha (Tianguá)/CE  - Distrito,,,
62335974,Tabainha (Tianguá)/CE  - Distrito,Centro,Rua Principal s/n , AGC Tabainha
62340000,Frecheirinha/CE,,,
62340970,Frecheirinha/CE,Centro,Rua Joaquim Pereira 764 , AC Frecheirinha
62350000,Ubajara/CE,,,
62350970,Ubajara/CE,Centro,Avenida Monsenhor Gonçalo Eufrasio 131 , AC Ubajara
62352000,Araticum (Ubajara)/CE  - Distrito,,,
62352974,Araticum (Ubajara)/CE  - Distrito,Centro,Rua Domingo Diogo s/n , AGC Araticum
62352990,Ubajara/CE,,Rua do Mercado s/n , CPC Araticum
62354000,Jaburuna (Ubajara)/CE  - Distrito,,,
62354972,Jaburuna (Ubajara)/CE  - Distrito,Centro,Rua Jaburuna s/n , AGC Jaburuna
62354990,Ubajara/CE,,Alameda Amador s/n , CPC Jaburuna
62356000,Nova Veneza (Ubajara)/CE  - Distrito,,,
62356974,Nova Veneza (Ubajara)/CE  - Distrito,Centro,Rua da Matriz s/n , AGC Nova Veneza
62360000,Ibiapina/CE,,,
62360970,Ibiapina/CE,Centro,Rua João Sabino s/n , AC Ibiapina
62360990,Ibiapina/CE,,Rua Benjamin Central s/n , CPC Alto Lindo
62360991,Ibiapina/CE,,Rua Vila Betânia s/n , CPC Betânia
62362000,Alto Lindo (Ibiapina)/CE  - Distrito,,,
62362974,Alto Lindo (Ibiapina)/CE  - Distrito,Centro,Avenida Benjamin Central s/n , AGC Alto Lindo
62363000,Santo Antônio da Pindoba (Ibiapina)/CE  - Distrito,,,
62363975,Santo Antônio da Pindoba (Ibiapina)/CE  - Distrito,Centro,Rua Justino Teixeira s/n , AGC Santo Antônio da Pindoba
62363990,Ibiapina/CE,,Rua Principal s/n , CPC Santo Antônio da Pindoba
62364000,Betânia (Ibiapina)/CE  - Distrito,,,
62364972,Betânia (Ibiapina)/CE  - Distrito,Centro,Rua Manoel Javário s/n , AGC Betânia
62365000,Graça/CE,,,
62365970,Graça/CE,Centro,Rua Manoel Matias Lima s/n , AC Graça
62368000,Lapa (Graça)/CE  - Distrito,,,
62368974,Lapa (Graça)/CE  - Distrito,Centro,Rua Principal s/n , AGC Lapa
62370000,São Benedito/CE,,,
62370970,São Benedito/CE,Centro,Praça Vinte e Cinco de Novembro 450 , AC São Benedito
62373000,Inhuçu (São Benedito)/CE  - Distrito,,,
62373975,Inhuçu (São Benedito)/CE  - Distrito,Centro,Rua José Ribeiro Filho 88 , AGC Inhuçu
62373990,São Benedito/CE,,Rua Principal s/n , CPC Inhuçú
62374000,Barreiros (São Benedito)/CE  - Distrito,,,
62374990,São Benedito/CE,,Rua Principal s/n , CPC Barreiros
62375000,Carnaubal/CE,,,
62375970,Carnaubal/CE,Centro,Rua Simplício Damasceno 143 , AC Carnaubal
62375971,Carnaubal/CE,Centro,Estrada Sítio Cachoeiro do Norte s/n , AGC Cachoeira do Norte
62375973,Carnaubal/CE,Centro,Estrada Sítio Buriti s/n , AGC Buriti
62375974,Carnaubal/CE,Centro,Estrada Sítio Olho D' Água s/n , AGC Olho D' Água
62375975,Carnaubal/CE,Centro,Estrada Sítio São Bernardo s/n , AGC São Bernardo
62375977,Carnaubal/CE,Centro,Avenida São Vicente s/n , AGC São Vicente
62377000,Faveira (Carnaubal)/CE  - Distrito,,,
62377974,Faveira (Carnaubal)/CE  - Distrito,Faveira,Estrada da Faveira Km 11 , AGC Faveira
62380000,Guaraciaba do Norte/CE,,,
62380970,Guaraciaba do Norte/CE,Centro,Praça Nove de Janeiro 30 , AC Guaraciaba do Norte
62384000,Mocambo (Guaraciaba do Norte)/CE  - Distrito,,,
62384974,Mocambo (Guaraciaba do Norte)/CE  - Distrito,Centro,Rua Principal , AGC Mucambo
62385000,Sussuanha (Guaraciaba do Norte)/CE  - Distrito,,,
62385973,Sussuanha (Guaraciaba do Norte)/CE  - Distrito,Centro,Praça da Matriz s/n , AGC Sussuanha
62385990,Guaraciaba do Norte/CE,,Rua Principal s/n , CPC Sussuanha
62386000,Morrinhos Novos (Guaraciaba do Norte)/CE  - Distrito,,,
62386974,Morrinhos Novos (Guaraciaba do Norte)/CE  - Distrito,Centro,Avenida Antônia Lucinda s/n , AGC Morrinhos Novos
62387000,Martinslândia (Guaraciaba do Norte)/CE  - Distrito,,,
62387975,Martinslândia (Guaraciaba do Norte)/CE  - Distrito,Centro,Rua Principal s/n , AGC Martinslândia
62388000,Várzea dos Espinhos (Guaraciaba do Norte)/CE  - Distrito,,,
62388974,Várzea dos Espinhos (Guaraciaba do Norte)/CE  - Distrito,Centro,Rua Luiz Florêncio s/n , AGC Várzea dos Espinhos
62388990,Guaraciaba do Norte/CE,,Rua Principal s/n , CPC Várzea dos Espinhos
62390000,Croatá/CE,,,
62390970,Croatá/CE,Centro,Rua Luís de Pinho 284 , AC Croatá
62392000,Betânia (Croatá)/CE  - Distrito,,,
62392974,Betânia (Croatá)/CE  - Distrito,Centro,Rua Vinte de Junho 75 , AGC Betânia
62393000,Barra do Sotero (Croatá)/CE  - Distrito,,,
62393975,Barra do Sotero (Croatá)/CE  - Distrito,Centro,Rua Argemiro Gonçalves 120 , AGC Barra do Sotero
62394000,São Roque (Croatá)/CE  - Distrito,,,
62394976,São Roque (Croatá)/CE  - Distrito,Centro,Rua Principal s/n , AGC São Roque
62395000,Lagoa da Cruz (Croatá)/CE  - Distrito,,,
62395973,Lagoa da Cruz (Croatá)/CE  - Distrito,Centro,Rua Principal s/n , AGC Lagoa da Cruz
62396000,Santa Tereza (Croatá)/CE  - Distrito,,,
62396974,Santa Tereza (Croatá)/CE  - Distrito,Centro,Rua Militão Felindo s/n , AGC Santa Tereza
62398000,Vista Alegre (Croatá)/CE  - Distrito,,,
62398974,Vista Alegre (Croatá)/CE  - Distrito,Centro,Rua da Igreja , AGC Vista Alegre
62399000,Repartição (Croatá)/CE  - Distrito,,,
62399974,Repartição (Croatá)/CE  - Distrito,Centro,Avenida Vereador Raimundo de Abreu , AGC Repartição
62400000,Camocim/CE,,,
62400970,Camocim/CE,Centro,Rua General Sampaio 33 , AC Camocim
62405000,Amarelas (Camocim)/CE  - Distrito,,,
62405973,Amarelas (Camocim)/CE  - Distrito,Centro,Rua Principal s/n , AGC Amarelas
62408000,Guriú (Camocim)/CE  - Distrito,,,
62408974,Guriú (Camocim)/CE  - Distrito,Centro,Rua Principal s/n , AGC Guriú
62410000,Barroquinha/CE,,,
62410970,Barroquinha/CE,Centro,Rua Onze de Maio 791 , AC Barroquinha
62410975,Barroquinha/CE,Centro,Rua Principal s/n , AGC Araras
62414000,Bitupitá (Barroquinha)/CE  - Distrito,,,
62414972,Bitupitá (Barroquinha)/CE  - Distrito,Centro,Rua Principal s/n , AGC Bitupitá
62414990,Barroquinha/CE,,Rua do Comércio s/n , CPC Bitupita
62420000,Chaval/CE,,,
62420970,Chaval/CE,Centro,Rua Eduardo Mota 249 , AC Chaval
62425000,Passagem (Chaval)/CE  - Distrito,,,
62430000,Granja/CE,,,
62430970,Granja/CE,Centro,Rua Francisco Sousa 476 , AC Granja
62433000,Sambaíba (Granja)/CE  - Distrito,,,
62433975,Sambaíba (Granja)/CE  - Distrito,Centro,Rua Francisco das Chagas s/n , AGC Sambaiba
62435000,Adrianópolis (Granja)/CE  - Distrito,,,
62435973,Adrianópolis (Granja)/CE  - Distrito,Centro,Rua Pedro Portela s/n , AGC Adrianópolis
62437000,Parazinho (Granja)/CE  - Distrito,,,
62437975,Parazinho (Granja)/CE  - Distrito,Centro,Rua José Martins s/n , AGC Parazinho
62437990,Granja/CE,,Rua Principal s/n , CPC Parazinho
62440000,Timonha (Granja)/CE  - Distrito,,,
62440974,Timonha (Granja)/CE  - Distrito,Centro,Rua Nova Aurora s/n , AGC Timonha
62440990,Granja/CE,,Rua Principal s/n , CPC Timonha
62445000,Pessoa Anta (Granja)/CE  - Distrito,,,
62445973,Pessoa Anta (Granja)/CE  - Distrito,Santa Terezinha,Avenida Granja Viçosa s/n , AGC Pessoa Anta
62448000,Ibuguaçu (Granja)/CE  - Distrito,,,
62448974,Ibuguaçu (Granja)/CE  - Distrito,Centro,Rua João Batista Fontenele s/n , AGC Ibuguaçu
62450000,Martinópole/CE,,,
62450970,Martinópole/CE,Centro,Avenida Capitão Joaquim João Brito 706 , AC Martinópole
62460000,Uruoca/CE,,,
62460970,Uruoca/CE,Centro,Rua João Rodrigues s/n , AC Uruoca
62465000,Paracuá (Uruoca)/CE  - Distrito,,,
62465973,Paracuá (Uruoca)/CE  - Distrito,Centro,Rua Manoel Mourão 85 , AGC Paracuá
62468000,Campanário (Uruoca)/CE  - Distrito,,,
62468974,Campanário (Uruoca)/CE  - Distrito,Centro,Rua João Batista Fontenele 2 , AGC Campanário
62470000,Senador Sá/CE,,,
62470970,Senador Sá/CE,Centro,Rua Vinte e Três de Agosto 12 , AC Senador Sá
62475000,Salão (Senador Sá)/CE  - Distrito,,,
62477000,Serrota (Senador Sá)/CE  - Distrito,,,
62480000,Moraújo/CE,,,
62480970,Moraújo/CE,Centro,Avenida Prefeito Raimundo Benício s/n , AC Moraújo
62485000,Várzea da Volta (Moraújo)/CE  - Distrito,,,
62485973,Várzea da Volta (Moraújo)/CE  - Distrito,Centro,Rua do Comércio 47 , AGC Várzea da Volta
62499000,Boa Esperança (Moraújo)/CE  - Distrito,,,
62499974,Boa Esperança (Moraújo)/CE  - Distrito,Centro,Rua Principal s/n , AGC Boa Esperança
62500000,Itapipoca/CE,,,
62500970,Itapipoca/CE,Centro,Avenida Anastácio Braga 478 , AC Itapipoca
62500990,Itapipoca/CE,,Rua Central s/n , CPC Picos
62502000,Deserto (Itapipoca)/CE  - Distrito,,,
62502974,Deserto (Itapipoca)/CE  - Distrito,Centro,Rua da Matriz s/n , AGC Deserto
62502990,Itapipoca/CE,,Rua Élbia Barroso s/n , CPC Deserto
62505000,Assunção (Itapipoca)/CE  - Distrito,,,
62505990,Itapipoca/CE,,Rua Francisco Braga Vera  s/n , CPC Assunção
62508000,Arapari (Itapipoca)/CE  - Distrito,,,
62508974,Arapari (Itapipoca)/CE  - Distrito,Centro,Rua Principal s/n , AGC Arapari
62510000,Bela Vista (Itapipoca)/CE  - Distrito,,,
62515000,Barrento (Itapipoca)/CE  - Distrito,,,
62515973,Barrento (Itapipoca)/CE  - Distrito,Centro,Rua Pedro Paulo de Sousa s/n , AGC Barrento
62518000,Baleia (Itapipoca)/CE  - Distrito,,,
62518974,Baleia (Itapipoca)/CE  - Distrito,Centro,Rua Principal s/n , AGC Baleia
62520000,Marinheiros (Itapipoca)/CE  - Distrito,,,
62525000,Cruxati (Itapipoca)/CE  - Distrito,,,
62530000,Miraíma/CE,,,
62530970,Miraíma/CE,Centro,Rua Doze de Maio 183 , AC Miraíma
62533000,Brotas (Miraíma)/CE  - Distrito,,,
62533974,Brotas (Miraíma)/CE  - Distrito,Centro,Rua Principal s/n , AGC Brotas
62534000,Riachão (Miraíma)/CE  - Distrito,,,
62534976,Riachão (Miraíma)/CE  - Distrito,Centro,Rua Principal s/n , AGC Riachão
62535000,Poço da Onça (Miraíma)/CE  - Distrito,,,
62535973,Poço da Onça (Miraíma)/CE  - Distrito,Centro,Rua Principal s/n , AGC Poço da Onça
62540000,Amontada/CE,,,
62540970,Amontada/CE,Centro,Rua José Alves de Oliveira 390 , AC Amontada
62541000,Garças (Amontada)/CE  - Distrito,,,
62541975,Garças (Amontada)/CE  - Distrito,Centro,Rua Principal s/n , AGC Garças
62542000,Lagoa Grande (Amontada)/CE  - Distrito,,,
62542974,Lagoa Grande (Amontada)/CE  - Distrito,Centro,Rua Principal s/n , AGC Lagoa Grande
62543000,Moitas (Amontada)/CE  - Distrito,,,
62543975,Moitas (Amontada)/CE  - Distrito,Centro,Rua Principal s/n , AGC Moitas
62544000,Nascente (Amontada)/CE  - Distrito,,,
62544972,Nascente (Amontada)/CE  - Distrito,Centro,Rua Principal s/n , AGC Nascente
62545000,Icaraí (Amontada)/CE  - Distrito,,,
62545973,Icaraí (Amontada)/CE  - Distrito,Centro,Rua Principal s/n , AGC Icaraí
62546000,Poço Comprido (Amontada)/CE  - Distrito,,,
62547000,Sabiaguaba (Amontada)/CE  - Distrito,,,
62547973,Sabiaguaba (Amontada)/CE  - Distrito,Centro,Rua Principal s/n , AGC Sabiaguaba
62548000,Aracatiara (Amontada)/CE  - Distrito,,,
62548974,Aracatiara (Amontada)/CE  - Distrito,Centro,Rua Principal s/n , AGC Aracatiara
62549000,Mosquito (Amontada)/CE  - Distrito,,,
62549975,Mosquito (Amontada)/CE  - Distrito,Centro,Rua Principal s/n , AGC Mosquito
62550000,Morrinhos/CE,,,
62550970,Morrinhos/CE,Centro,Rua Abdoral Rocha 12 Anexo A , AC Morrinhos
62559000,Sítio Alegre (Morrinhos)/CE  - Distrito,,,
62559974,Sítio Alegre (Morrinhos)/CE  - Distrito,Centro,Rua da Teleceará s/n , AGC Sítio Alegre
62560000,Marco/CE,,,
62560970,Marco/CE,Centro,Rua Rios s/n , AC Marco
62560976,Marco/CE,Centro,Rua Zeneide Osterno s/n , AGC Triângulo do Marco
62564000,Mocambo (Marco)/CE  - Distrito,,,
62564972,Mocambo (Marco)/CE  - Distrito,Centro,Avenida Nova s/n , AGC Mocambo
62565000,Panacuí (Marco)/CE  - Distrito,,,
62565973,Panacuí (Marco)/CE  - Distrito,Centro,Rua José Arnaldo Fonsêca s/n , AGC Panacuí
62570000,Bela Cruz/CE,,,
62570970,Bela Cruz/CE,Centro,Rua Humaitá s/n , AC Bela Cruz
62570976,Bela Cruz/CE,Centro,Rua Principal s/n , AGC Araticuns
62575000,Prata (Bela Cruz)/CE  - Distrito,,,
62575973,Prata (Bela Cruz)/CE  - Distrito,Centro,Rua Principal s/n , AGC Prata
62575990,Bela Cruz/CE,,Rua da Agência s/n , CPC Prata
62580000,Acaraú/CE,,,
62580970,Acaraú/CE,Centro,Rua Expedito José Sousa Farias 117 , AC Acaraú
62580990,Acaraú/CE,,Rua Central s/n , CPC Juritianha
62583000,Lagoa do Carneiro (Acaraú)/CE  - Distrito,,,
62583975,Lagoa do Carneiro (Acaraú)/CE  - Distrito,Centro,Rua Principal s/n , AGC Lagoa do Carneiro
62584000,Juritianha (Acaraú)/CE  - Distrito,,,
62584972,Juritianha (Acaraú)/CE  - Distrito,Centro,Rua Manoel Daniel da Silveira s/n , AGC Juritiana
62585000,Aranaú (Acaraú)/CE  - Distrito,,,
62585973,Aranaú (Acaraú)/CE  - Distrito,Centro,Rua Antônio Canuto s/n , AGC Aranaú
62585990,Acaraú/CE,,Rua Dom Aluísio s/n , CPC Aranaú
62586000,Santa Fé (Acaraú)/CE  - Distrito,,,
62590000,Itarema/CE,,,
62590970,Itarema/CE,Centro,Avenida João Batista Rios 2404 , AC Itarema
62592000,Almofala (Itarema)/CE  - Distrito,,,
62592974,Almofala (Itarema)/CE  - Distrito,Centro,Rua João Agostinho Nascimento s/n , AGC Almofala
62592990,Itarema/CE,,Rua João Agostinho do Nascimento 313 , CPC Almofala
62594000,Carvoeiro (Itarema)/CE  - Distrito,,,
62594972,Carvoeiro (Itarema)/CE  - Distrito,Centro,Rua Teodora Rodrigues 85 , AGC Carvoeiro
62595000,Cruz/CE,,,
62595970,Cruz/CE,Centro,Rua Professor João Pereira 27 , AC Cruz
62595973,Cruz/CE,Paraguai,Comunidade de Paraguai s/n , AGC Paraguai
62595975,Cruz/CE,Povoado dos Monteiros,Rua Lagoa dos Monteiros s/n , AGC Lagoa dos Monteiros
62595977,Cruz/CE,Cajueirinho,Comunidade de Cajueirinho s/n , AGC Cajueirinho
62597000,Caiçara (Cruz)/CE  - Distrito,,,
62597976,Caiçara (Cruz)/CE  - Distrito,Centro,Rua Monsenhor Sabino s/n , AGC Caiçara
62598000,Jijoca de Jericoacoara/CE,,,
62598970,Jijoca de Jericoacoara/CE,Centro,Avenida Manoel Teixeira 89 , AC Jericoacoara
62598973,Jijoca de Jericoacoara/CE,Centro,Rua do Forró 7 , AC Praia de Jericoacoara
62600000,Itapajé/CE,,,
62600970,Itapajé/CE,Centro,Rua Major Joaquim Alexandre 124 , AC Itapajé
62600974,Itapajé/CE,Centro,Rua Mundim Rosendo 34 , AGC Camará
62600975,Itapajé/CE,Centro,Rua Principal s/n , AGC Sítio São Jorge
62600977,Itapajé/CE,Centro,Rua Roselita Lima Araújo 75 , AGC Pedra Branca
62602000,Aguaí (Itapajé)/CE  - Distrito,,,
62602974,Aguaí (Itapajé)/CE  - Distrito,Centro,Rua Principal s/n , AGC Aguaí
62603000,Cruz (Itapajé)/CE  - Distrito,,,
62603975,Cruz (Itapajé)/CE  - Distrito,Centro,Rua José Praxedes Bastos s/n , AGC Cruz
62604000,São Tomé (Itapajé)/CE  - Distrito,,,
62604976,São Tomé (Itapajé)/CE  - Distrito,Centro,Rua Principal s/n , AGC São Tomé
62605000,Baixa Grande (Itapajé)/CE  - Distrito,,,
62605973,Baixa Grande (Itapajé)/CE  - Distrito,Centro,Rua Sítio Balança Baixa Grande 23 , AGC Baixa Grande
62606000,Pitombeira (Itapajé)/CE  - Distrito,,,
62606500,Serrote do Meio (Itapajé)/CE  - Distrito,,,
62606974,Pitombeira (Itapajé)/CE  - Distrito,Centro,Vila Pitombeiras s/n , AGC Pitombeira
62606978,Serrote do Meio (Itapajé)/CE  - Distrito,Centro,Rua Principal s/n , AGC Serrote do Meio
62607000,Soledade (Itapajé)/CE  - Distrito,,,
62607975,Soledade (Itapajé)/CE  - Distrito,Centro,Rua Principal s/n , AGC Soledade
62608000,Iratinga (Itapajé)/CE  - Distrito,,,
62608974,Iratinga (Itapajé)/CE  - Distrito,Centro,Rua Principal s/n , AGC Iratinga
62610000,Tejuçuoca/CE,,,
62610970,Tejuçuoca/CE,Centro,Avenida Gabriel Aguiar Filho 750 , AC Tejuçuoca
62614000,Caxitoré (Tejuçuoca)/CE  - Distrito,,,
62614976,Caxitoré (Tejuçuoca)/CE  - Distrito,Centro,Rua Retiro Caxitoré s/n , AGC Caxitoré
62620000,Irauçuba/CE,,,
62620970,Irauçuba/CE,Centro,Avenida Paulo Bastos 262 , AC Irauçuba
62623000,Boa Vista do Caxitoré (Irauçuba)/CE  - Distrito,,,
62623975,Boa Vista do Caxitoré (Irauçuba)/CE  - Distrito,Centro,Rua Principal s/n , AGC Boa Vista do Caxitoré
62625000,Missi (Irauçuba)/CE  - Distrito,,,
62625973,Missi (Irauçuba)/CE  - Distrito,Centro,Rua Alípio Barbosa s/n , AGC Missi
62627000,Coité (Irauçuba)/CE  - Distrito,,,
62627975,Coité (Irauçuba)/CE  - Distrito,Centro,Rua Principal s/n , AGC Coité
62628000,Juá (Irauçuba)/CE  - Distrito,,,
62628974,Juá (Irauçuba)/CE  - Distrito,Centro,Rua José de Sousa Braga s/n , AGC Juá
62630000,Apuiarés/CE,,,
62630970,Apuiarés/CE,Centro,Rua Vinte e Cinco de Janeiro 99 , AC Apuiarés
62635000,Vila Soares (Apuiarés)/CE  - Distrito,,,
62635973,Vila Soares (Apuiarés)/CE  - Distrito,Centro,Rua Zona Rual s/n , AGC Vila Soares
62638000,Canafistula (Apuiarés)/CE  - Distrito,,,
62638972,Canafistula (Apuiarés)/CE  - Distrito,Centro,Rua Zona Rural s/n , AGC Canafístula
