CEP,CIDADE,BAIRRO,ENDEREÇO,COMPLEMENTO
62050254,Sobral/CE,Dom Expedito,Rua do Canal,
62050255,Sobral/CE,Dom Expedito,Avenida Monsenhor José Aloísio Pinto,
62050257,Sobral/CE,Dom Expedito,Rua Direita,
62050270,Sobral/CE,Sinhá Sabóia,Rua Rondônia,
62050271,Sobral/CE,Sinhá Sabóia,Vila Rondônia,
62050280,Sobral/CE,Sinhá Sabóia,Rua Sinhá Sabóia,
62050281,Sobral/CE,Sinhá Sabóia,Vila Sinhá Sabóia,
62050282,Sobral/CE,Sinhá Sabóia,Travessa Sinhá Sabóia,
62050285,Sobral/CE,Sinhá Sabóia,Rua da Cosmac,
62050290,Sobral/CE,Sinhá Sabóia,Vila Kátia,
62050300,Sobral/CE,Sinhá Sabóia,Rua Mariinha Paiva,
62050310,Sobral/CE,Sinhá Sabóia,Rua das Carnaúbas,
62050320,Sobral/CE,Sinhá Sabóia,Travessa das Carnaúbas,
62050330,Sobral/CE,Sinhá Sabóia,Rua José Ribeiro Dias,
62050335,Sobral/CE,Sinhá Sabóia,Rua Senador Virgílio Távora,
62050340,Sobral/CE,Sinhá Sabóia,Rua Rio Negro,
62050350,Sobral/CE,Sinhá Sabóia,Rua Perci,
62050360,Sobral/CE,Sinhá Sabóia,Rua Juá,
62050370,Sobral/CE,Sinhá Sabóia,Rua Raimundo Rodrigues,
62050371,Sobral/CE,Sinhá Sabóia,Travessa Raimundo Rodrigues,
62050380,Sobral/CE,Sinhá Sabóia,Rua Largo dos Santos,
62050382,Sobral/CE,Sinhá Sabóia,Avenida Senador Fernandes Távora - lado par,
62050390,Sobral/CE,Sinhá Sabóia,Rua Natal,
62050400,Sobral/CE,Sinhá Sabóia,Rua Vitória,
62050410,Sobral/CE,Sinhá Sabóia,Rua Artemisia,
62050415,Sobral/CE,Sinhá Sabóia,Travessa São Vicente de Paula,
62050420,Sobral/CE,Sinhá Sabóia,Rua Julys Alison Soares Balreira,
62050430,Sobral/CE,Sinhá Sabóia,Rua Euclides Ehrich de Menezes,
62050440,Sobral/CE,Sinhá Sabóia,Rua Apoena,
62050450,Sobral/CE,Sinhá Sabóia,Rua Marechal Rondon,
62050455,Sobral/CE,Sinhá Sabóia,Travessa Marechal Rondon,
62050460,Sobral/CE,Sinhá Sabóia,Rua Doutor Zamenhof,
62050480,Sobral/CE,Sinhá Sabóia,Rua África,
62050490,Sobral/CE,Cohab I,Rua Vicente Ferreira da Ponte,
62050500,Sobral/CE,Cohab I,Rua Manoel Torres,
62050510,Sobral/CE,Cohab I,Rua Antônio Peixoto,
62050520,Sobral/CE,Cohab I,Rua Padre Lino Correia,
62050530,Sobral/CE,Cohab I,Rua Manoel Coelho,
62050540,Sobral/CE,Cohab I,Rua Leonardo Sá,
62050550,Sobral/CE,Cohab I,Rua Nicásio Aguiar,
62050560,Sobral/CE,Cohab I,Rua Quitéria Mates,
62050570,Sobral/CE,Cohab I,Rua Madalena de Sá,
62050580,Sobral/CE,Cohab I,Rua Inês de Vasconcelos,
62050590,Sobral/CE,Cohab I,Rua Rosa de Sá,
62050600,Sobral/CE,Cohab I,Rua Britz Vasconcelos,
62050610,Sobral/CE,Cohab I,Rua Sebastiana de Vasconcelos,
62050620,Sobral/CE,Cohab I,Rua Ana de Vasconcelos,
62050630,Sobral/CE,Cohab I,Rua Maria Góes,
62050640,Sobral/CE,Cohab I,Rua Monsenhor José Gerardo,
62050655,Sobral/CE,Cohab I,Rua Caetano Figueiredo,
62050670,Sobral/CE,Cohab II,Rua 1 (Cj Cohab II),
62050680,Sobral/CE,Cohab II,Rua 2 (Cj Cohab II),
62050690,Sobral/CE,Cohab II,Rua 3 (Cj Cohab II),
62050700,Sobral/CE,Cohab II,Rua 4 (Cj Cohab II),
62050710,Sobral/CE,Cohab II,Rua 5 (Cj Cohab II),
62050720,Sobral/CE,Cohab II,Rua 6 (Cj Cohab II),
62050730,Sobral/CE,Cohab II,Rua 7 (Cj Cohab II),
62050740,Sobral/CE,Cohab II,Rua 8 (Cj Cohab II),
62050750,Sobral/CE,Cohab II,Rua 9 (Cj Cohab II),
62050760,Sobral/CE,Cohab II,Rua 10 (Cj Cohab II),
62050780,Sobral/CE,Cohab II,Rua 11 (Cj Cohab II),
62050790,Sobral/CE,Cohab II,Rua 12 (Cj Cohab II),
62050800,Sobral/CE,Cohab II,Avenida D (Cj Cohab II),
62050802,Sobral/CE,Cohab II,Rua Célia Pimentel,
62050805,Sobral/CE,Cohab II,Rua Professor Oscar,
62050810,Sobral/CE,Cohab II,Avenida A (Cj Cohab II),
62050820,Sobral/CE,Cohab II,Avenida B (Cj Cohab II),
62050830,Sobral/CE,Cohab II,Avenida C (Cj Cohab II),
62050835,Sobral/CE,Cohab II,Rua Raimundo Rodrigues,
62050840,Sobral/CE,Cohab II,Rua Bezerra,
62050842,Sobral/CE,Cohab II,Rua Getúlio Vargas,
62050845,Sobral/CE,Cohab II,Rua Caetano Figueiredo,
62050847,Sobral/CE,Cohab II,Rua Castelo Branco,
62050849,Sobral/CE,Cohab II,Rua Tancredo Neves,
62050850,Sobral/CE,Cohab II,Rua Presidente João Goulart,
62050852,Sobral/CE,Cohab II,Travessa Presidente João Goulart,
62050855,Sobral/CE,Cohab II,Rua Luis Carlos Prestes,
62050857,Sobral/CE,Cohab II,Travessa São José,
62050860,Sobral/CE,Cohab II,Rua Paraná,
62050862,Sobral/CE,Cohab II,Rua Guanabara,
62051010,Sobral/CE,Sinhá Sabóia,Travessa Hélio Arruda,
62051012,Sobral/CE,Cohab II,Rua Santa Terezinha,
62051015,Sobral/CE,Cohab II,Rua Santa Mônica,
62051018,Sobral/CE,Cohab II,Rua Engenheiro José Figueiredo,
62051020,Sobral/CE,Sinhá Sabóia,Rua Jurema,
62051022,Sobral/CE,Cohab II,Rua José Alves Pontes,
62051025,Sobral/CE,Cohab II,Rua São Jorge,
62051030,Sobral/CE,Sinhá Sabóia,Rua Monsenhor Arnóbio,
62051032,Sobral/CE,Cohab II,Travessa Doutor Antônio Paulo Pessoa,
62051035,Sobral/CE,Cohab II,Rua Santa Bárbara,
62051042,Sobral/CE,Cohab II,Avenida Doutor Antônio Paulo Pessoa,
62051045,Sobral/CE,Cohab II,Rua Santo Isidoro,
62051050,Sobral/CE,Cohab II,Rua Santa Úrsula,
62051055,Sobral/CE,Cohab II,Rua Santa Isabel,
62051090,Sobral/CE,Cohab II,Vila São José,
62051100,Sobral/CE,Cohab II,Vila União,
62051110,Sobral/CE,Cohab II,Avenida Egberto Frota Carneiro,
62051115,Sobral/CE,Cohab II,Rua Santa Rita de Cássia,
62051125,Sobral/CE,Cohab II,Rua Santo Onofre,
62051130,Sobral/CE,Cohab II,Rua Evangelina,
62051134,Sobral/CE,Cohab II,Avenida Julys Alisson Soares Balreira,
62051150,Sobral/CE,Cidade Gerardo Cristino de Menezes,Avenida Moacir Lima Feijão,
62051160,Sobral/CE,Cidade Gerardo Cristino de Menezes,Rua Lizia Pimentel Gomes,
62051165,Sobral/CE,Cidade Gerardo Cristino de Menezes,Rua Monsenhor Aloísio,
62051168,Sobral/CE,Cidade Gerardo Cristino de Menezes,Travessa Aloísio Pinto,
62051170,Sobral/CE,Cidade Gerardo Cristino de Menezes,Rua São Cristovão,
62051172,Sobral/CE,Cidade Gerardo Cristino de Menezes,Rua Santa Clara,
62051175,Sobral/CE,Cidade Gerardo Cristino de Menezes,Rua Santa Marta,
62051180,Sobral/CE,Cidade Gerardo Cristino de Menezes,Rua São Francisco,
62051190,Sobral/CE,Cidade Gerardo Cristino de Menezes,Rua São Sebastião,
62051195,Sobral/CE,Cidade Gerardo Cristino de Menezes,Rua São Raimundo,
62051200,Sobral/CE,Cidade Gerardo Cristino de Menezes,Rua do Estádio,
62051210,Sobral/CE,Cidade Gerardo Cristino de Menezes,Rua São Jorge,
62051220,Sobral/CE,Cidade Gerardo Cristino de Menezes,Rua São Joaquim,
62051225,Sobral/CE,Cidade Gerardo Cristino de Menezes,Avenida Monsenhor José Aloísio Pinto,
62051228,Sobral/CE,Cidade Gerardo Cristino de Menezes,Rua da Nova Esperança,
62051250,Sobral/CE,Cidade Gerardo Cristino de Menezes,Rua São Luiz,
62051270,Sobral/CE,Cidade Gerardo Cristino de Menezes,Rua Nossa Senhora de Fátima,
62051280,Sobral/CE,Cidade Gerardo Cristino de Menezes,Rua São João,
62051290,Sobral/CE,Cidade Gerardo Cristino de Menezes,Rua Nossa Senhora Aparecida,
62051300,Sobral/CE,Cidade Gerardo Cristino de Menezes,Rua Santo Expedito,
62051310,Sobral/CE,Cidade Gerardo Cristino de Menezes,Avenida Hélio Barreto Arruda Coelho,
62051315,Sobral/CE,Cidade Gerardo Cristino de Menezes,Avenida Senador Fernandes Távora - lado ímpar,
62051320,Sobral/CE,Cidade Gerardo Cristino de Menezes,Rua Pedro Alves,
62051330,Sobral/CE,Cidade Gerardo Cristino de Menezes,Rua Belém,
62051335,Sobral/CE,Cidade Gerardo Cristino de Menezes,Rua Francisco Messias Fonteles,
62051340,Sobral/CE,Cidade Gerardo Cristino de Menezes,Rua Deputado Fausto Arruda,
62051345,Sobral/CE,Cidade Gerardo Cristino de Menezes,Rua Raimundo Atibone Ximenes,
62051350,Sobral/CE,Cidade Gerardo Cristino de Menezes,Rua Maria Eneita Siqueira Portela,
62051355,Sobral/CE,Cidade Gerardo Cristino de Menezes,Rua Deputado Figueiredo Correia,
62051365,Sobral/CE,Cidade Gerardo Cristino de Menezes,Rua Professora Ceci Cialdine,
62051370,Sobral/CE,Cidade Gerardo Cristino de Menezes,Rua Tenente Sousa,
62051375,Sobral/CE,Cidade Gerardo Cristino de Menezes,Rua Francisco Lopes Macêdo,
62051390,Sobral/CE,Cidade Gerardo Cristino de Menezes,Rua Piragibe Newton Carneiro,
62051402,Sobral/CE,Cidade Gerardo Cristino de Menezes,Rodovia BR-222 - lado par,
62051410,Sobral/CE,Cidade Gerardo Cristino de Menezes,Rua Carmelina Sá Barreto,
62051420,Sobral/CE,Cidade Gerardo Cristino de Menezes,Rua Souza Aguiar,
62051430,Sobral/CE,Cidade Gerardo Cristino de Menezes,Rua da Guiauto,
62051475,Sobral/CE,Cidade Gerardo Cristino de Menezes,Vila do DNER,
62051560,Sobral/CE,Cidade Gerardo Cristino de Menezes,Rua Francisco Jacinto Ferreira da Ponte,
62051565,Sobral/CE,Cidade Gerardo Cristino de Menezes,Rua Waldemar Lira Pessoa,
62051570,Sobral/CE,Cidade Gerardo Cristino de Menezes,Rua Francisco Solon Vasconcelos,
62051575,Sobral/CE,Cidade Gerardo Cristino de Menezes,Rua José Radier de Sousa,
62051585,Sobral/CE,Cidade Gerardo Cristino de Menezes,Rua João Batista Pierre,
62051595,Sobral/CE,Cidade Gerardo Cristino de Menezes,Rua Francisco Rodrigues da Costa,
62052010,Sobral/CE,Jatobá,Rodovia Moésio Loiola,
62052040,Sobral/CE,Jatobá,Rua João Germano da Ponte Neto,
62052050,Sobral/CE,Jatobá,Rua Francisco Jacinto Ferreira da Ponte,
62052060,Sobral/CE,Jatobá,Rua Francisco Fernandes Borges,
62052100,Sobral/CE,Jatobá,Avenida Antônio Aguiar Carneiro,
62052110,Sobral/CE,Jatobá,Alameda das Margaridas,
62052120,Sobral/CE,Jatobá,Avenida Mauro Sílvio Rodrigues de Andrade,
62052420,Sobral/CE,Cohab I,Avenida Senador Fernandes Távora - lado par,
62052430,Sobral/CE,Cohab I,Rua Valdemir Mont'Alverne,
62052440,Sobral/CE,Cohab I,Rua Pedro Soares,
62052450,Sobral/CE,Cohab I,Avenida Dona Carmosa Pimentel,
62052460,Sobral/CE,Cohab I,Rua João de Maria Linhares,
62052470,Sobral/CE,Cohab I,Rua Mestre Vicente Peregrino,
62052480,Sobral/CE,Cohab I,Rua Doutor Francisco Junvêncio Andrade,
62052490,Sobral/CE,Cohab I,Rua Chagas Barreto,
62053105,Sobral/CE,Distrito Industrial,Rodovia BR-222 - lado ímpar,
62053350,Sobral/CE,Várzea Grande,Avenida Maria da Conceição Pontes de Azevedo,
62053660,Sobral/CE,Das Nações,Rua Ronaldo Pontes Dias,
62053665,Sobral/CE,Das Nações,Rua Professora Maria Dias Ibiapina,
62053670,Sobral/CE,Das Nações,Rua Professora Maria das Graças Teixeira Pontes,
62053675,Sobral/CE,Das Nações,Rua Professor Arry Rocha,
62053680,Sobral/CE,Das Nações,Rua Amélia Barroso,
62053690,Sobral/CE,Das Nações,Rua Professor Carlos Valente,
62053695,Sobral/CE,Das Nações,Rua Professor Iweltman Mendes,
62053700,Sobral/CE,Das Nações,Rua Jornalista João Lycio Soares,
62053705,Sobral/CE,Das Nações,Rua Miriam Mont'Alverne,
62053710,Sobral/CE,Das Nações,Rua Margarida Barroso,
62053715,Sobral/CE,Das Nações,Rua Diva Ximenes Prado,
62053720,Sobral/CE,Das Nações,Rua Margarida Maria Linhares Silva,
62053725,Sobral/CE,Das Nações,Rua Antônio Bruno de Aguiar,
62053730,Sobral/CE,Das Nações,Rua Vereador José Lourdes Vasconcelos,
62053740,Sobral/CE,Das Nações,Rua Doutor João Dias Ibiapina,
62053750,Sobral/CE,Das Nações,Rua Vereador João Leôncio,
62053755,Sobral/CE,Das Nações,Rua Odésio Cunha,
62053760,Sobral/CE,Das Nações,Rua Vereador Félix Dias Ibiapina,
62053765,Sobral/CE,Das Nações,Rua Vereador Domício Pereira,
62053770,Sobral/CE,Das Nações,Rua Vereador Joaquim Barreto Lima,
62053775,Sobral/CE,Das Nações,Rua Vereador José Maria Féliz,
62053780,Sobral/CE,Das Nações,Rua Vereador João Passos Dias,
62053785,Sobral/CE,Das Nações,Rua Francisco das Chagas Andrade,
62053790,Sobral/CE,Das Nações,Rua Vereador José Maria Linhares,
62053795,Sobral/CE,Das Nações,Rua Francisco Edval Vasconcelos,
62053800,Sobral/CE,Das Nações,Rua Maria Hildelfa Lopes Carneiro,
62053805,Sobral/CE,Das Nações,Rua Maria das Dores Sousa Sales,
62053810,Sobral/CE,Das Nações,Rua Francisco Dias da Ponte,
62053815,Sobral/CE,Das Nações,Rua Filomena Dias Ibiapina,
62053820,Sobral/CE,Das Nações,Avenida Isabela Moreira Gomes,
62053825,Sobral/CE,Das Nações,Rua Francisco da Ponte Lopes,
62053830,Sobral/CE,Das Nações,Rua Márcio Capote Soares,
62053835,Sobral/CE,Das Nações,Rua Vereador Hugo Alfredo Cavalcante,
62055000,Sobral/CE,Edmundo Monte Coelho,Avenida Senador José Ermírio de Moraes - lado par,
62099899,Sobral/CE,Área Rural de Sobral,Área Rural,
62102000,Bonfim (Sobral)/CE  - Distrito,,,
62102974,Bonfim (Sobral)/CE  - Distrito,Centro,Rua Napoleão Pontes s/n , AGC Bonfim
62103000,Salgado dos Machados (Sobral)/CE  - Distrito,,,
62103902,Salgado dos Machados (Sobral)/CE  - Distrito,Centro,Rodovia Moésio Loiola de Melo Junior km 3 , PIRES - Penitenciária Indústrial Regional de Sobral
62103905,Salgado dos Machados (Sobral)/CE  - Distrito,Fazenda Três Lagoas,Rodovia Moésio Loiola de Melo Junior km 4 , EMBRAPA - Caprinos e Ovinos
62103975,Salgado dos Machados (Sobral)/CE  - Distrito,Centro,Rua Escola Domingos Machado s/n , AGC Salgado dos Machado
62104000,Patriarca (Sobral)/CE  - Distrito,,,
62104972,Patriarca (Sobral)/CE  - Distrito,Centro,Rua dos Correios s/n , AGC Patriarca
62104990,Sobral/CE,,Rua Central s/n , CPC Patriarca
62105000,São José do Torto (Sobral)/CE  - Distrito,,,
62105973,São José do Torto (Sobral)/CE  - Distrito,Centro,Rua São José 896 , AGC São José do Torto
62105990,Sobral/CE,,Rua Principal s/n , CPC São José Torto
62106000,Taperuaba (Sobral)/CE  - Distrito,,,
62106500,Bilheira (Sobral)/CE  - Distrito,,,
62106974,Taperuaba (Sobral)/CE  - Distrito,Centro,Rua Principal s/n , AGC Taperuaba
62106990,Sobral/CE,,Rua Principal s/n , CPC Taperuaba
62107000,Jaibaras (Sobral)/CE  - Distrito,,,
62107975,Jaibaras (Sobral)/CE  - Distrito,Centro,Rua do Comércio s/n , AGC Jaibaras
62107990,Sobral/CE,,Rua Santa Terezinha s/n , CPC Jaíbaras
62108000,Jordão (Sobral)/CE  - Distrito,,,
62108400,Baracho (Sobral)/CE  - Distrito,,,
62108974,Jordão (Sobral)/CE  - Distrito,Centro,Rua Onofre Gomes de Oliveira s/n , AGC Jordão
62108976,Baracho (Sobral)/CE  - Distrito,Centro,Rua Principal s/n , AGC Baracho
62108990,Sobral/CE,,Rua Central s/n , CPC Jordão
62109000,Caioca (Sobral)/CE  - Distrito,,,
62109975,Caioca (Sobral)/CE  - Distrito,Centro,Rua da Igreja s/n , AGC Caioca
62110000,Trapiá (Sobral)/CE  - Distrito,,,
62111000,Aracatiaçu (Sobral)/CE  - Distrito,,,
62111975,Aracatiaçu (Sobral)/CE  - Distrito,Centro,Rua Pedro Rocha 501 , AGC Aracatiaçu
62112000,Caracará (Sobral)/CE  - Distrito,,,
62112500,Patos (Sobral)/CE  - Distrito,,,
62112974,Caracará (Sobral)/CE  - Distrito,Centro,Praça da Matriz s/n , AGC Caracará
62112976,Patos (Sobral)/CE  - Distrito,Centro,Rua Principal s/n , AGC Patos
62112990,Sobral/CE,,Rua do Caracará s/n , CPC Caracará
62113000,Rafael Arruda (Sobral)/CE  - Distrito,,,
62113975,Rafael Arruda (Sobral)/CE  - Distrito,Centro,Rua Principal s/n , AGC Rafael Arruda
62114000,Aprazível (Sobral)/CE  - Distrito,,,
62114400,Pedra de Fogo (Sobral)/CE  - Distrito,,,
62114972,Aprazível (Sobral)/CE  - Distrito,Centro,Rua Antônio Louzarda 9 , AGC Aprazível
62114976,Pedra de Fogo (Sobral)/CE  - Distrito,Centro,Rua Principal s/n , AGC Pedra de Fogo
62114990,Sobral/CE,,Rua Principal s/n , CPC Aprazível
62115000,Forquilha/CE,,,
62115970,Forquilha/CE,Centro,Avenida Criança Dante Valério 290 , AC Forquilha
62118000,Trapiá (Forquilha)/CE  - Distrito,,,
62118974,Trapiá (Forquilha)/CE  - Distrito,Centro,Rua Principal s/n , AGC Trapiá
62119000,Salgado dos Mendes (Forquilha)/CE  - Distrito,,,
62119974,Salgado dos Mendes (Forquilha)/CE  - Distrito,Centro,Rua Principal s/n , AGC Salgado dos Mendes
62120000,Alcântaras/CE,,,
62120970,Alcântaras/CE,Centro,Rua Antônio Cunha s/n , AC Alcântaras
62125000,Ventura (Alcântaras)/CE  - Distrito,,,
62125973,Ventura (Alcântaras)/CE  - Distrito,Centro,Rua Principal s/n , AGC Ventura
62130000,Meruoca/CE,,,
62130970,Meruoca/CE,Centro,Rua Monsenhor Furtado Cavalcante s/n , AC Meruoca
62132000,Camilos (Meruoca)/CE  - Distrito,,,
62132974,Camilos (Meruoca)/CE  - Distrito,Centro,Travessa José Barbalho s/n , AGC Camilos
62134000,Palestina do Norte (Meruoca)/CE  - Distrito,,,
62134972,Meruoca/CE,Centro,Rua Raimundo Faustino s/n , AGC Palestina do Norte
62136000,São Francisco (Meruoca)/CE  - Distrito,,,
62136974,São Francisco (Meruoca)/CE  - Distrito,Centro,Rua 4 s/n , AGC São Francisco
62137000,Anil (Meruoca)/CE  - Distrito,,,
62137975,Anil (Meruoca)/CE  - Distrito,Centro,Avenida Vicente Costa 100 , AGC Anil
62138000,Santo Antônio dos Fernandes (Meruoca)/CE  - Distrito,,,
62138972,Santo Antônio dos Fernandes (Meruoca)/CE  - Distrito,Centro,Rua do Minicenter s/n , AGC Santo Antônio dos Fernandes
62140000,Massapê/CE,,,
62140970,Massapê/CE,Centro,Rua José Amâncio 440 , AC Massapê
62141000,Tuína (Massapê)/CE  - Distrito,,,
62141973,Tuína (Massapê)/CE  - Distrito,Centro,Rua Principal s/n , AGC Tuína
62142000,Mumbaba (Massapê)/CE  - Distrito,,,
62142974,Mumbaba (Massapê)/CE  - Distrito,Centro,Rua Distrito de Mumbaba s/n , AGC Mumbaba
62143000,Aiuá (Massapê)/CE  - Distrito,,,
62143974,Aiuá (Massapê)/CE  - Distrito,Centro,Rua Principal s/n , AGC Aiuá
62144000,Ipaguaçú (Massapê)/CE  - Distrito,,,
62144974,Ipaguaçú (Massapê)/CE  - Distrito,Centro,Rua Distrito de Ipaguaçú Mirim s/n , AGC Ipaguaçú
62145000,Tangente (Massapê)/CE  - Distrito,,,
62145973,Tangente (Massapê)/CE  - Distrito,Centro,Rua Principal s/n , AGC Tangente
62146000,Padre Linhares (Massapê)/CE  - Distrito,,,
62146974,Padre Linhares (Massapê)/CE  - Distrito,Centro,Rua Principal s/n , AGC Padre Linhares
62150000,Santana do Acaraú/CE,,,
62150970,Santana do Acaraú/CE,Centro,Rua Doutor José Mariano 91 , AC Santana do Acaraú
62152000,Sapo (Santana do Acaraú)/CE  - Distrito,,,
62154000,Mutambeiras (Santana do Acaraú)/CE  - Distrito,,,
62156000,Parapuí (Santana do Acaraú)/CE  - Distrito,,,
62158000,João Cordeiro (Santana do Acaraú)/CE  - Distrito,,,
62159000,Baixa Fria (Santana do Acaraú)/CE  - Distrito,,,
62160000,Coreaú/CE,,,
62160970,Coreaú/CE,Centro,Rua Alferes Raimundo Leopoldo 431 , AC Coreaú
62163000,Aroeiras (Coreaú)/CE  - Distrito,,,
62163975,Aroeiras (Coreaú)/CE  - Distrito,Centro,Praça da Matriz s/n , AGC Aroeiras
62165000,Araquém (Coreaú)/CE  - Distrito,,,
62165973,Araquém (Coreaú)/CE  - Distrito,Centro,Praça da Matriz s/n , AGC Araquem
62168000,Ubaúna (Coreaú)/CE  - Distrito,,,
62168974,Ubaúna (Coreaú)/CE  - Distrito,Centro,Praça da Matriz 242 , AGC Ubaúna
62170000,Mucambo/CE,,,
62170970,Mucambo/CE,Centro,Rua José Claúdio de Araújo 500 , AC Mucambo
62175000,Carquejo (Mucambo)/CE  - Distrito,,,
62175973,Carquejo (Mucambo)/CE  - Distrito,Centro,Rua Antônio Nonato s/n , AGC Carqueijo
62178000,Poço Verde (Mucambo)/CE  - Distrito,,,
62178974,Poço Verde (Mucambo)/CE  - Distrito,Centro,Rua Poço Verde s/n , AGC Poço Verde
62180000,Pacujá/CE,,,
62180970,Pacujá/CE,Centro,Rua Vinte e Dois de Setembro s/n , AC Pacujá
62184000,Cariré/CE,,,
62184970,Cariré/CE,Centro,Rua Henrique Rodrigues 235 , AC Cariré
62185000,Tapuio (Cariré)/CE  - Distrito,,,
62185977,Tapuio (Cariré)/CE  - Distrito,Centro,Rua Principal s/n , AGC Tapuio
62186000,Arariús (Cariré)/CE  - Distrito,,,
62186974,Arariús (Cariré)/CE  - Distrito,Centro,Rua Principal s/n , AGC Arariús
62187000,Jucá (Cariré)/CE  - Distrito,,,
62187973,Jucá (Cariré)/CE  - Distrito,Centro,Rua Principal s/n , AGC Jucá
62188000,Cacimbas (Cariré)/CE  - Distrito,,,
62188974,Cacimbas (Cariré)/CE  - Distrito,Centro,Rua da Postagem s/n , AGC Cacimbas
62190000,Groairas/CE,,,
62190970,Groairas/CE,Centro,Rua Monsenhor Linhares 160 , AC Groairas
62199000,Itamaracá (Groairas)/CE  - Distrito,,,
62199974,Itamaracá (Groairas)/CE  - Distrito,Centro,Rua Lourenço Jacinto de Melo s/n , AGC Itamaracá
62200000,Nova Russas/CE,,,
62200970,Nova Russas/CE,Centro,Rua Manuel Peixoto 151 , AC Nova Russas
62203000,Canindezinho (Nova Russas)/CE  - Distrito,,,
62203975,Canindezinho (Nova Russas)/CE  - Distrito,Centro,Rua José de Sousa Alves s/n , AGC Canindezinho
62205000,Nova Betânia (Nova Russas)/CE  - Distrito,,,
62205973,Nova Betânia (Nova Russas)/CE  - Distrito,Centro,Rua Joaquim Justino Gonçalves s/n , AGC Nova Betânia
62207000,Espacinha (Nova Russas)/CE  - Distrito,,,
62207973,Espacinha (Nova Russas)/CE  - Distrito,Centro,Rua do Posto de Saúde s/n , AGC Espacinha
62208000,Major Simplício (Nova Russas)/CE  - Distrito,,,
62208976,Major Simplício (Nova Russas)/CE  - Distrito,Centro,Rua Ismael S. de Farias s/n , AGC Major Simplício
62209000,São Pedro do Norte (Nova Russas)/CE  - Distrito,,,
62209975,São Pedro do Norte (Nova Russas)/CE  - Distrito,Centro,Rua Ana Gonçalves de Carvalho s/n , AGC São Pedro do Norte
62210000,Ararendá/CE,,,
62210970,Ararendá/CE,Centro,Avenida São Vicente de Paula 802 , AC Ararendá
62213000,Santo Antônio (Ararendá)/CE  - Distrito,,,
62213974,Santo Antônio (Ararendá)/CE  - Distrito,Centro,Rua Raimundo Ângelo 200 , AGC Santo Antônio
62214000,Ramadinha (Ararendá)/CE  - Distrito,,,
62214972,Ramadinha (Ararendá)/CE  - Distrito,Centro,Rua Principal s/n , AGC Ramadinha
62215000,Ipaporanga/CE,,,
62215970,Ipaporanga/CE,Centro,Rua Raimundo Evaristo 193 , AC Ipaporanga
62218000,Sacramento (Ipaporanga)/CE  - Distrito,,,
62218974,Sacramento (Ipaporanga)/CE  - Distrito,Centro,Rua Principal s/n , AGC Sacramento
62220000,Poranga/CE,,,
62220970,Poranga/CE,Centro,Rua Sargento Manoel J. Bezerra 145 , AC Poranga
62225000,Macambira (Poranga)/CE  - Distrito,,,
62227000,Buritizal (Poranga)/CE  - Distrito,,,
62227975,Buritizal (Poranga)/CE  - Distrito,Centro,Rua da Mangueira s/n , AGC Buritizal
62228000,Cachoeira Grande (Poranga)/CE  - Distrito,,,
62228974,Cachoeira Grande (Poranga)/CE  - Distrito,Centro,Rua Principal s/n , AGC Cachoeira Grande
62230000,Ipueiras/CE,,,
62230970,Ipueiras/CE,Centro,Rua Vicente Ferreira Lima 267 , AC Ipueiras
62232000,Matriz (Ipueiras)/CE  - Distrito,,,
62232974,Matriz (Ipueiras)/CE  - Distrito,Centro,Avenida Alves Peixoto 282 , AGC Matriz
62232990,Ipueiras/CE,,Rua Peixoto Alves s/n , CPC Matriz
62233000,Engenheiro João Tomé (Ipueiras)/CE  - Distrito,,,
62233975,Engenheiro João Tomé (Ipueiras)/CE  - Distrito,Centro,Rua Doutor Brandão s/n , AGC Engenheiro João Tomé
62233990,Ipueiras/CE,,Rua Doutor Brandão s/n , CPC Engenheiro João Tomé
62235000,Gázea (Ipueiras)/CE  - Distrito,,,
62235973,Gázea (Ipueiras)/CE  - Distrito,Centro,Rua Santo Antônio s/n , AGC Gázea
62235990,Ipueiras/CE,,Rua Central s/n , CPC Gázea
62236000,São José (Ipueiras)/CE  - Distrito,,,
62236974,São José (Ipueiras)/CE  - Distrito,Centro,Rua Principal s/n , AGC São José
62237000,Balseiros (Ipueiras)/CE  - Distrito,,,
62237975,Balseiros (Ipueiras)/CE  - Distrito,Centro,Rua Principal s/n , AGC Balseiros
62238000,Livramento (Ipueiras)/CE  - Distrito,,,
62238974,Livramento (Ipueiras)/CE  - Distrito,Centro,Rua Raimundo Nonato Mourão 285 , AGC Livramento
62238990,Ipueiras/CE,,Rua Raimundo Nonato s/n , CPC Livramento
62240000,América (Ipueiras)/CE  - Distrito,,,
62240974,América (Ipueiras)/CE  - Distrito,Centro,Rua Gregório Pereira de Sousa s/n , AGC América
62245000,Nova Fátima (Ipueiras)/CE  - Distrito,,,
62245973,Nova Fátima (Ipueiras)/CE  - Distrito,Centro,Rua Ernesto Bezerra da Silva s/n , AGC Nova Fátima
62245990,Ipueiras/CE,,Rua Ernesto B. da Silva s/n , CPC Nova Fátima
62248000,São José das Lontras (Ipueiras)/CE  - Distrito,,,
62248976,São José das Lontras (Ipueiras)/CE  - Distrito,Centro,Rua São José s/n , AGC São José das Lontras
62249000,Alazans (Ipueiras)/CE  - Distrito,,,
62249973,Alazans (Ipueiras)/CE  - Distrito,Centro,Rua Principal s/n , AGC Alazans
